Index,Process,Time,Temp,Current,Date
1,1,오후 4:24:28.0,75.00784572726687,1.459,2021-09-17
2,1,오후 4:24:33.0,73.11937724252256,1.535,2021-09-17
3,1,오후 4:24:38.0,74.12181233844662,1.698,2021-09-17
4,1,오후 4:24:43.0,76.06197573575812,1.656,2021-09-17
5,1,오후 4:24:48.0,74.0864964282445,1.678,2021-09-17
6,1,오후 4:24:53.0,73.25677527359753,1.722,2021-09-17
7,1,오후 4:24:58.0,74.08489761472396,1.678,2021-09-17
8,1,오후 4:25:03.0,72.47081535284565,1.659,2021-09-17
9,1,오후 4:25:08.0,74.84317473479867,1.677,2021-09-17
10,1,오후 4:25:13.0,74.18546553761685,1.641,2021-09-17
11,1,오후 4:25:18.0,74.55671042933152,1.695,2021-09-17
12,1,오후 4:25:23.0,75.93957562396797,1.68,2021-09-17
13,1,오후 4:25:28.0,69.00784572726687,1.688,2021-09-17
14,1,오후 4:25:33.0,71.11937724252256,1.719,2021-09-17
15,1,오후 4:25:38.0,70.12181233844662,1.562,2021-09-17
16,1,오후 4:25:43.0,72.06197573575812,1.61,2021-09-17
17,1,오후 4:25:48.0,72.0864964282445,1.587,2021-09-17
18,1,오후 4:25:53.0,69.25677527359753,1.631,2021-09-17
19,1,오후 4:25:58.0,69.08489761472396,1.632,2021-09-17
20,1,오후 4:26:03.0,69.47081535284565,1.568,2021-09-17
21,1,오후 4:26:08.0,69.84317473479867,1.564,2021-09-17
22,1,오후 4:26:13.0,79.38475826313925,1.754181472367154,2021-09-17
23,1,오후 4:26:18.0,70.55671042933152,1.581,2021-09-17
24,1,오후 4:26:23.0,70.93957562396797,1.611,2021-09-17
25,1,오후 4:26:28.1,67.13914228339809,1.597,2021-09-17
26,1,오후 4:26:33.1,67.66042141558682,1.606,2021-09-17
27,1,오후 4:26:38.1,69.1776601448583,1.519,2021-09-17
28,1,오후 4:26:43.1,78.49161297804626,1.7521053618107092,2021-09-17
29,1,오후 4:26:48.1,70.87710395778115,1.566,2021-09-17
30,1,오후 4:26:53.1,69.01353466824737,1.553,2021-09-17
31,1,오후 4:26:58.1,65.01093857044455,1.604,2021-09-17
32,1,오후 4:27:03.1,67.19333628680197,1.562,2021-09-17
33,1,오후 4:27:08.1,66.28386418628695,1.471,2021-09-17
34,1,오후 4:27:13.1,64.3394548018018,1.52,2021-09-17
35,1,오후 4:27:18.1,67.49933688835523,1.5,2021-09-17
36,1,오후 4:27:23.1,64.81608582210924,1.456,2021-09-17
37,2,오후 4:27:48.3,73.20403500015834,1.527,2021-09-17
38,2,오후 4:27:53.3,75.87178422074807,1.466,2021-09-17
39,2,오후 4:27:58.3,77.49957940787253,1.658,2021-09-17
40,2,오후 4:28:03.3,74.86391347156295,1.718,2021-09-17
41,2,오후 4:28:08.3,76.9081485396546,1.755,2021-09-17
42,2,오후 4:28:13.3,74.66209655792429,1.695,2021-09-17
43,2,오후 4:28:18.3,71.08489761472396,1.742,2021-09-17
44,2,오후 4:28:23.3,73.47081535284565,1.691,2021-09-17
45,2,오후 4:28:28.3,71.84317473479867,1.609,2021-09-17
46,2,오후 4:28:33.3,72.18546553761685,1.663,2021-09-17
47,2,오후 4:28:38.3,74.55671042933152,1.627,2021-09-17
48,2,오후 4:28:43.3,73.93957562396797,1.634,2021-09-17
49,2,오후 4:28:48.3,71.08489761472396,1.688,2021-09-17
50,2,오후 4:28:53.3,70.47081535284565,1.674,2021-09-17
51,2,오후 4:28:58.3,70.84317473479867,1.609,2021-09-17
52,2,오후 4:29:03.3,71.18546553761685,1.596,2021-09-17
53,2,오후 4:29:08.4,70.55671042933152,1.604,2021-09-17
54,2,오후 4:29:13.4,71.93957562396797,1.612,2021-09-17
55,2,오후 4:29:18.4,71.00784572726687,1.597,2021-09-17
56,2,오후 4:29:23.4,69.11937724252256,1.629,2021-09-17
57,2,오후 4:29:28.4,68.12181233844662,1.607,2021-09-17
58,2,오후 4:29:33.4,68.06197573575812,1.565,2021-09-17
59,2,오후 4:29:38.4,71.0864964282445,1.542,2021-09-17
60,2,오후 4:29:43.4,68.25677527359753,1.541,2021-09-17
61,2,오후 4:29:48.4,66.08489761472396,1.61,2021-09-17
62,2,오후 4:29:53.4,66.47081535284565,1.545,2021-09-17
63,2,오후 4:29:58.4,69.84317473479867,1.495,2021-09-17
64,2,오후 4:30:03.4,69.18546553761685,1.504,2021-09-17
65,2,오후 4:30:08.4,68.55671042933152,1.581,2021-09-17
66,2,오후 4:30:13.4,70.93957562396797,1.566,2021-09-17
67,2,오후 4:30:18.4,65.20403500015834,1.552,2021-09-17
68,2,오후 4:30:23.4,66.87178422074807,1.606,2021-09-17
69,2,오후 4:30:28.5,68.49957940787253,1.476,2021-09-17
70,2,오후 4:30:33.5,68.86391347156295,1.513,2021-09-17
71,2,오후 4:30:38.5,68.9081485396546,1.55,2021-09-17
72,2,오후 4:30:43.5,68.66209655792429,1.559,2021-09-17
73,3,오후 4:31:10.4,76.00784572726687,1.559,2021-09-17
74,3,오후 4:31:15.4,73.11937724252256,1.554,2021-09-17
75,3,오후 4:31:20.4,75.12181233844662,1.721,2021-09-17
76,3,오후 4:31:25.4,74.06197573575812,1.656,2021-09-17
77,3,오후 4:31:30.4,76.0864964282445,1.701,2021-09-17
78,3,오후 4:31:35.4,73.25677527359753,1.677,2021-09-17
79,3,오후 4:31:40.4,72.01093857044455,1.723,2021-09-17
80,3,오후 4:31:45.4,72.19333628680197,1.659,2021-09-17
81,3,오후 4:31:50.4,73.28386418628695,1.631,2021-09-17
82,3,오후 4:31:55.4,72.3394548018018,1.634,2021-09-17
83,3,오후 4:32:00.4,71.49933688835523,1.659,2021-09-17
84,3,오후 4:32:05.4,74.81608582210924,1.638,2021-09-17
85,3,오후 4:32:10.4,69.00784572726687,1.619,2021-09-17
86,3,오후 4:32:15.4,70.11937724252256,1.694,2021-09-17
87,3,오후 4:32:20.4,72.12181233844662,1.562,2021-09-17
88,3,오후 4:32:25.4,72.06197573575812,1.587,2021-09-17
89,3,오후 4:32:30.5,72.0864964282445,1.633,2021-09-17
90,3,오후 4:32:35.5,72.25677527359753,1.631,2021-09-17
91,3,오후 4:32:40.5,69.20403500015834,1.632,2021-09-17
92,3,오후 4:32:45.5,69.87178422074807,1.636,2021-09-17
93,3,오후 4:32:50.5,72.49957940787253,1.566,2021-09-17
94,3,오후 4:32:55.5,71.86391347156295,1.582,2021-09-17
95,3,오후 4:33:00.5,71.9081485396546,1.641,2021-09-17
96,3,오후 4:33:05.5,70.66209655792429,1.626,2021-09-17
97,3,오후 4:33:10.5,68.00784572726687,1.628,2021-09-17
98,3,오후 4:33:15.5,67.11937724252256,1.599,2021-09-17
99,3,오후 4:33:20.5,67.12181233844662,1.539,2021-09-17
100,3,오후 4:33:25.5,67.06197573575812,1.519,2021-09-17
101,3,오후 4:33:30.5,67.0864964282445,1.519,2021-09-17
102,3,오후 4:33:35.5,66.25677527359753,1.518,2021-09-17
103,3,오후 4:33:40.5,66.08489761472396,1.518,2021-09-17
104,3,오후 4:33:45.5,64.47081535284565,1.499,2021-09-17
105,3,오후 4:33:50.5,65.84317473479867,1.495,2021-09-17
106,3,오후 4:33:55.6,66.18546553761685,1.459,2021-09-17
107,3,오후 4:34:00.6,67.55671042933152,1.49,2021-09-17
108,3,오후 4:34:05.6,67.93957562396797,1.497,2021-09-17
109,4,오후 4:34:32.5,73.13914228339809,1.529,2021-09-17
110,4,오후 4:34:37.5,74.66042141558682,1.537,2021-09-17
111,4,오후 4:34:42.5,77.1776601448583,1.656,2021-09-17
112,4,오후 4:34:47.5,77.58643440551927,1.69,2021-09-17
113,4,오후 4:34:52.5,75.87710395778115,1.748,2021-09-17
114,4,오후 4:34:57.5,78.01353466824737,1.757,2021-09-17
115,4,오후 4:35:02.5,74.00784572726687,1.718,2021-09-17
116,4,오후 4:35:07.5,73.11937724252256,1.766,2021-09-17
117,4,오후 4:35:12.5,72.12181233844662,1.675,2021-09-17
118,4,오후 4:35:17.5,71.06197573575812,1.656,2021-09-17
119,4,오후 4:35:22.6,71.0864964282445,1.633,2021-09-17
120,4,오후 4:35:27.6,74.25677527359753,1.609,2021-09-17
121,4,오후 4:35:32.6,69.00784572726687,1.609,2021-09-17
122,4,오후 4:35:37.6,71.11937724252256,1.681,2021-09-17
123,4,오후 4:35:42.6,72.12181233844662,1.562,2021-09-17
124,4,오후 4:35:47.6,72.06197573575812,1.61,2021-09-17
125,4,오후 4:35:52.6,72.0864964282445,1.633,2021-09-17
126,4,오후 4:35:57.6,70.25677527359753,1.632,2021-09-17
127,4,오후 4:36:02.6,71.00784572726687,1.632,2021-09-17
128,4,오후 4:36:07.6,68.11937724252256,1.59,2021-09-17
129,4,오후 4:36:12.6,71.12181233844662,1.607,2021-09-17
130,4,오후 4:36:17.6,68.06197573575812,1.541,2021-09-17
131,4,오후 4:36:22.6,69.0864964282445,1.61,2021-09-17
132,4,오후 4:36:27.6,70.25677527359753,1.54,2021-09-17
133,4,오후 4:36:32.6,67.01093857044455,1.564,2021-09-17
134,4,오후 4:36:37.6,69.19333628680197,1.59,2021-09-17
135,4,오후 4:36:42.6,67.28386418628695,1.517,2021-09-17
136,4,오후 4:36:47.6,69.3394548018018,1.566,2021-09-17
137,4,오후 4:36:52.6,69.49933688835523,1.523,2021-09-17
138,4,오후 4:36:57.6,67.81608582210924,1.569,2021-09-17
139,4,오후 4:37:02.6,64.13914228339809,1.573,2021-09-17
140,4,오후 4:37:07.6,66.66042141558682,1.535,2021-09-17
141,4,오후 4:37:12.6,66.1776601448583,1.451,2021-09-17
142,4,오후 4:37:17.7,68.58643440551927,1.509,2021-09-17
143,4,오후 4:37:22.7,65.87710395778115,1.497,2021-09-17
